-3.191398	1069.876099	-0.511265
-2.956272	1070.300293	-0.511265
-2.720162	1070.726318	-0.511265
-2.483086	1071.154053	-0.511265
-2.245061	1071.583496	-0.511265
-2.006104	1072.014648	-0.511265
-1.766234	1072.44751	-0.511265
-1.525468	1072.881958	-0.511265
-1.283823	1073.318237	-0.511265
-1.041318	1073.755859	-0.511265
-0.797969	1074.195068	-0.511265
-0.553795	1074.635864	-0.511265
-0.308812	1075.078003	-0.511265
-0.063039	1075.521729	-0.511265
0.183507	1075.966797	-0.511265
0.430808	1076.41333	-0.511265
0.678847	1076.861206	-0.511265
0.927606	1077.310303	-0.511265
1.166019	1077.740723	-0.511265
1.404212	1078.170898	-0.511265
1.643012	1078.602173	-0.511265
1.882404	1079.034424	-0.511265
2.122372	1079.467773	-0.511265
2.3629	1079.902222	-0.511265
2.603975	1080.337524	-0.511265
2.845581	1080.773926	-0.511265
3.087703	1081.211182	-0.511265
3.330322	1081.649536	-0.511265
3.573429	1082.088623	-0.511265
3.817005	1082.528564	-0.511265
4.061035	1082.969482	-0.511265
4.305505	1083.411011	-0.511265
4.5504	1083.853394	-0.511265
4.795703	1084.296509	-0.511265
5.041399	1084.740479	-0.511265
5.287444	1085.184937	-0.511265
5.527352	1085.618286	-0.511265
5.76759	1086.052368	-0.511265
6.008142	1086.487061	-0.511265
6.249	1086.922119	-0.511265
6.490144	1087.35791	-0.511265
6.731564	1087.794067	-0.511265
6.973242	1088.230713	-0.511265
7.215167	1088.667847	-0.511265
7.457325	1089.105347	-0.511265
7.699703	1089.543335	-0.511265
7.942279	1089.981689	-0.511265
8.185054	1090.42041	-0.511265
8.427997	1090.859375	-0.511265
8.671103	1091.298706	-0.511265
8.914358	1091.738159	-0.511265
9.157747	1092.177979	-0.511265
9.401259	1092.618042	-0.511265
9.644873	1093.058228	-0.511265
9.88763	1093.496948	-0.511265
10.129812	1093.93457	-0.511265
10.372055	1094.372314	-0.511265
10.614347	1094.810181	-0.511265
10.856678	1095.248047	-0.511265
11.099028	1095.686035	-0.511265
11.341388	1096.123901	-0.511265
11.583738	1096.56189	-0.511265
11.826072	1096.999878	-0.511265
12.068374	1097.437622	-0.511265
12.310625	1097.875488	-0.511265
12.552819	1098.31311	-0.511265
12.794937	1098.75061	-0.511265
13.036967	1099.187988	-0.511265
13.278895	1099.625122	-0.511265
13.520705	1100.062134	-0.511265
13.76239	1100.498779	-0.511265
14.003932	1100.935303	-0.511265
14.245499	1101.371826	-0.511265
14.489925	1101.813477	-0.511265
14.734161	1102.254761	-0.511265
14.978194	1102.695801	-0.511265
15.222009	1103.13623	-0.511265
15.46559	1103.576416	-0.511265
15.708921	1104.016113	-0.511265
15.951996	1104.4552	-0.511265
16.194794	1104.893921	-0.511265
16.4373	1105.332031	-0.511265
16.679504	1105.769653	-0.511265
16.921391	1106.206665	-0.511265
17.162937	1106.643066	-0.511265
17.404142	1107.078857	-0.511265
17.644991	1107.513916	-0.511265
17.885454	1107.948364	-0.511265
18.125532	1108.381958	-0.511265
18.365206	1108.814941	-0.511265
18.604462	1109.247192	-0.511265
18.849613	1109.689941	-0.511265
19.09618	1110.135376	-0.511265
19.342255	1110.579834	-0.511265
19.587818	1111.023315	-0.511265
19.832859	1111.465942	-0.511265
20.077356	1111.907471	-0.511265
20.321297	1112.348145	-0.511265
20.564657	1112.787598	-0.511265
20.807426	1113.225952	-0.511265
21.049599	1113.663208	-0.511265
21.291142	1114.099487	-0.511265
21.532055	1114.534424	-0.511265
21.772308	1114.968262	-0.511265
22.011898	1115.400879	-0.511265
22.250795	1115.832153	-0.511265
22.488993	1116.262207	-0.511265
22.726484	1116.690918	-0.511265
22.964447	1117.120483	-0.511265
23.214209	1117.571289	-0.511265
23.463104	1118.02063	-0.511265
23.711117	1118.46814	-0.511265
23.958246	1118.914185	-0.511265
24.204458	1119.358521	-0.511265
24.449732	1119.801147	-0.511265
24.694061	1120.242065	-0.511265
24.937416	1120.681152	-0.511265
25.179785	1121.118408	-0.511265
25.421143	1121.553833	-0.511265
25.661474	1121.987427	-0.511265
25.90077	1122.419067	-0.511265
26.138994	1122.848755	-0.511265
26.376137	1123.276489	-0.511265
26.612177	1123.702148	-0.511265
26.847094	1124.125854	-0.511265
27.088676	1124.561401	-0.511265
27.341503	1125.017334	-0.511265
27.592939	1125.470581	-0.511265
27.842958	1125.921265	-0.511265
28.091537	1126.369385	-0.511265
28.338642	1126.814697	-0.511265
28.584263	1127.257324	-0.511265
28.828363	1127.697266	-0.511265
29.070932	1128.134277	-0.511265
29.311934	1128.568359	-0.511265
29.551348	1128.999634	-0.511265
29.789154	1129.427979	-0.511265
30.025322	1129.853394	-0.511265
30.259832	1130.275635	-0.511265
30.492661	1130.694824	-0.511265
30.724331	1131.111816	-0.511265
30.98225	1131.57605	-0.511265
31.237949	1132.036255	-0.511265
31.491381	1132.49231	-0.511265
31.742523	1132.944092	-0.511265
31.991352	1133.391724	-0.511265
32.237797	1133.834839	-0.511265
32.481853	1134.273682	-0.511265
32.723473	1134.708008	-0.511265
32.962631	1135.137817	-0.511265
33.199276	1135.56311	-0.511265
33.433403	1135.983765	-0.511265
33.664955	1136.399658	-0.511265
33.893894	1136.810791	-0.511265
34.134735	1137.243164	-0.511265
34.397881	1137.715454	-0.511265
34.657249	1138.180786	-0.511265
34.912788	1138.63916	-0.511265
35.164448	1139.090332	-0.511265
35.412148	1139.534302	-0.511265
35.655869	1139.971069	-0.511265
35.895535	1140.400269	-0.511265
36.131073	1140.822021	-0.511265
36.36245	1141.236084	-0.511265
36.589607	1141.642456	-0.511265
36.812481	1142.040894	-0.511265
37.066841	1142.495361	-0.511265
37.327034	1142.959961	-0.511265
37.582699	1143.41626	-0.511265
37.833912	1143.86438	-0.511265
38.080688	1144.304199	-0.511265
38.323101	1144.735962	-0.511265
38.561157	1145.159668	-0.511265
38.79493	1145.575439	-0.511265
39.024464	1145.983276	-0.511265
39.259014	1146.400024	-0.511265
39.524002	1146.870117	-0.511265
39.783051	1147.329468	-0.511265
40.03627	1147.777954	-0.511265
40.283707	1148.215698	-0.511265
40.525448	1148.643066	-0.511265
40.761566	1149.060059	-0.511265
40.992142	1149.466797	-0.511265
41.22897	1149.884033	-0.511265
